expense_id,employee_id,submitted_at,audit_completed_at,employee_gender,region,department,employee_level,expense_category,merchant_risk_tier,country_risk_tier,payment_method,amount_usd,policy_limit_usd,amount_to_policy_ratio,days_since_expense,prior_30d_claim_count,prior_30d_total_usd,employee_tenure_months,duplicate_7d_count,receipt_attached,weekend_submission,outside_business_hours,cross_border,is_abnormal
EXP-0003688,EMP-00937,2024-08-09T08:43:00Z,2024-08-13T08:43:00Z,Female,EMEA,Support,IC1-2,Meals,low,low,personal_card,19.33,90.0,0.2147,5,5,1517.94,74,0,True,False,True,False,0
EXP-0003689,EMP-00041,2024-08-09T09:57:00Z,2024-08-16T09:57:00Z,Nonbinary,APAC,Operations,IC1-2,Lodging,low,low,corporate_card,94.94,315.0,0.3014,5,8,982.96,156,0,True,False,False,False,0
EXP-0003690,EMP-00685,2024-08-09T11:46:00Z,2024-08-27T11:46:00Z,Female,North America,Support,IC3-4,Airfare,low,medium,corporate_card,239.78,1400.0,0.1713,5,4,610.41,139,0,True,False,False,False,0
EXP-0003691,EMP-00510,2024-08-09T12:11:00Z,2024-09-06T12:11:00Z,Male,North America,Finance,IC1-2,Lodging,low,low,corporate_card,398.8,315.0,1.266,4,7,596.89,32,0,True,False,True,False,0
EXP-0003692,EMP-00471,2024-08-09T12:12:00Z,2024-08-24T12:12:00Z,Female,EMEA,Engineering,Manager,Mileage,low,low,corporate_card,89.61,287.5,0.3117,9,5,182.07,103,0,True,False,False,False,0
EXP-0003693,EMP-00278,2024-08-09T15:01:00Z,2024-09-04T15:01:00Z,Female,APAC,Finance,IC3-4,Office,medium,low,corporate_card,163.48,500.0,0.327,3,3,1094.06,152,0,True,False,False,True,0
EXP-0003694,EMP-00985,2024-08-09T15:40:00Z,2024-09-01T15:40:00Z,Male,APAC,Operations,IC1-2,Mileage,medium,low,corporate_card,236.62,225.0,1.0516,8,5,1319.38,82,0,False,False,False,False,1
EXP-0003695,EMP-00096,2024-08-09T16:15:00Z,2024-08-20T16:15:00Z,Female,APAC,Engineering,IC3-4,Lodging,low,medium,corporate_card,318.17,350.0,0.909,15,4,667.14,182,0,True,False,False,False,0
EXP-0003696,EMP-00598,2024-08-09T16:55:00Z,2024-09-04T16:55:00Z,Male,North America,Finance,Manager,Meals,low,low,personal_card,26.96,115.0,0.2344,30,3,679.08,138,0,True,False,False,False,0
EXP-0003697,EMP-00951,2024-08-09T21:47:00Z,2024-09-06T21:47:00Z,Female,North America,Sales,Manager,Taxi,low,low,personal_card,27.42,138.0,0.1987,2,4,208.18,80,0,False,False,True,False,0
EXP-0003698,EMP-00322,2024-08-09T22:29:00Z,2024-08-29T22:29:00Z,Female,APAC,Support,IC1-2,Lodging,low,low,personal_card,245.41,315.0,0.7791,27,4,212.34,178,0,True,False,False,False,0
EXP-0003699,EMP-00288,2024-08-09T23:33:00Z,2024-08-15T23:33:00Z,Nonbinary,North America,Sales,IC3-4,Taxi,low,low,personal_card,38.58,120.0,0.3215,11,4,1735.17,27,0,True,False,False,False,0
EXP-0003700,EMP-00473,2024-08-10T03:01:00Z,2024-09-01T03:01:00Z,Male,LATAM,Sales,IC3-4,Office,low,low,personal_card,204.69,500.0,0.4094,2,2,378.59,149,0,True,True,False,True,0
EXP-0003701,EMP-00860,2024-08-10T03:51:00Z,2024-08-24T03:51:00Z,Male,EMEA,Support,IC1-2,Airfare,low,low,corporate_card,1167.3,1260.0,0.9264,1,5,791.18,99,0,True,True,False,False,0
EXP-0003702,EMP-00018,2024-08-10T05:28:00Z,2024-09-07T05:28:00Z,Male,North America,Engineering,IC3-4,Mileage,low,low,cash,200.69,250.0,0.8027,12,6,600.05,69,0,True,True,False,False,0
EXP-0003703,EMP-00568,2024-08-10T07:41:00Z,2024-09-02T07:41:00Z,Female,APAC,Sales,Manager,Office,medium,low,personal_card,249.71,575.0,0.4343,5,7,636.34,184,0,True,True,False,False,0
EXP-0003704,EMP-00315,2024-08-10T09:21:00Z,2024-08-31T09:21:00Z,Male,North America,Sales,IC3-4,Office,low,low,personal_card,477.57,500.0,0.9551,0,2,895.89,41,0,True,True,False,False,0
EXP-0003705,EMP-00487,2024-08-10T10:11:00Z,2024-08-29T10:11:00Z,Female,EMEA,Engineering,IC1-2,Taxi,low,low,corporate_card,242.15,108.0,2.2421,7,2,638.54,110,0,True,True,False,False,1
EXP-0003706,EMP-00830,2024-08-10T15:19:00Z,2024-08-19T15:19:00Z,Male,EMEA,Engineering,IC1-2,Taxi,medium,low,personal_card,69.06,108.0,0.6394,3,3,1099.15,74,0,True,True,False,False,0
EXP-0003707,EMP-00435,2024-08-10T17:32:00Z,2024-08-23T17:32:00Z,Male,North America,Engineering,Manager,Lodging,medium,low,corporate_card,434.1,402.5,1.0785,6,3,329.51,113,0,True,True,False,False,0
EXP-0003708,EMP-00932,2024-08-11T00:21:00Z,2024-09-01T00:21:00Z,Female,APAC,Sales,IC3-4,Office,low,low,corporate_card,293.64,500.0,0.5873,5,3,440.33,15,0,False,True,True,False,1
EXP-0003709,EMP-00507,2024-08-11T01:08:00Z,2024-08-29T01:08:00Z,Female,APAC,Sales,IC3-4,Mileage,low,low,personal_card,163.14,250.0,0.6526,5,3,767.88,56,0,True,True,True,False,0
EXP-0003710,EMP-00335,2024-08-11T01:18:00Z,2024-08-25T01:18:00Z,Female,APAC,Sales,Manager,Office,medium,low,corporate_card,132.33,575.0,0.2301,1,6,615.77,23,0,True,True,False,False,0
EXP-0003711,EMP-00947,2024-08-11T02:42:00Z,2024-08-22T02:42:00Z,Male,APAC,Operations,Manager,Taxi,low,low,corporate_card,111.44,138.0,0.8075,2,2,111.46,119,0,True,True,True,False,0
EXP-0003712,EMP-00423,2024-08-11T03:19:00Z,2024-09-08T03:19:00Z,Male,APAC,Sales,IC1-2,Taxi,low,medium,personal_card,81.22,108.0,0.752,0,8,560.1,71,0,True,True,True,False,0
EXP-0003713,EMP-00685,2024-08-11T08:04:00Z,2024-08-17T08:04:00Z,Female,North America,Support,IC3-4,Lodging,low,low,cash,103.64,350.0,0.2961,4,5,233.8,139,0,False,True,False,False,0
EXP-0003714,EMP-00193,2024-08-11T09:05:00Z,2024-09-06T09:05:00Z,Male,APAC,Sales,Director+,Office,low,medium,personal_card,539.35,700.0,0.7705,16,1,520.49,41,0,True,True,True,False,0
EXP-0003715,EMP-00895,2024-08-11T09:42:00Z,2024-08-21T09:42:00Z,Female,EMEA,Support,IC1-2,Taxi,low,low,personal_card,43.53,108.0,0.4031,14,4,1300.36,145,0,True,True,False,False,0
EXP-0003716,EMP-00746,2024-08-11T11:03:00Z,2024-08-26T11:03:00Z,Male,APAC,Sales,IC1-2,Office,medium,low,corporate_card,265.81,450.0,0.5907,17,6,1200.4,135,0,True,True,False,False,0
EXP-0003717,EMP-00598,2024-08-11T11:23:00Z,2024-09-09T11:23:00Z,Male,North America,Finance,Manager,Office,low,high,personal_card,241.69,575.0,0.4203,3,5,1869.16,138,0,True,True,True,False,0
EXP-0003718,EMP-00722,2024-08-11T12:38:00Z,2024-08-28T12:38:00Z,Female,APAC,Support,IC1-2,Taxi,low,low,personal_card,104.69,108.0,0.9694,18,9,502.01,33,0,True,True,False,False,0
EXP-0003719,EMP-00203,2024-08-11T12:57:00Z,2024-08-23T12:57:00Z,Male,North America,Support,IC1-2,Airfare,medium,low,corporate_card,720.18,1260.0,0.5716,17,1,208.1,173,1,True,True,True,False,0
EXP-0003720,EMP-00273,2024-08-11T14:58:00Z,2024-08-28T14:58:00Z,Female,APAC,Operations,IC3-4,Mileage,high,high,corporate_card,134.16,250.0,0.5366,10,4,352.65,46,0,True,True,True,False,1
EXP-0003721,EMP-00169,2024-08-11T16:08:00Z,2024-08-25T16:08:00Z,Male,APAC,Sales,IC3-4,Meals,low,low,personal_card,31.14,100.0,0.3114,8,2,1057.56,38,0,True,True,False,True,0
EXP-0003722,EMP-00012,2024-08-11T16:51:00Z,2024-08-30T16:51:00Z,Male,EMEA,Support,IC1-2,Meals,low,low,personal_card,51.99,90.0,0.5777,5,3,329.57,164,0,True,True,True,False,0
EXP-0003723,EMP-00344,2024-08-11T17:05:00Z,2024-08-14T17:05:00Z,Female,North America,Finance,IC1-2,Taxi,low,high,personal_card,151.91,108.0,1.4065,6,4,661.17,139,0,True,True,False,True,0
EXP-0003724,EMP-00456,2024-08-11T17:26:00Z,2024-09-02T17:26:00Z,Male,EMEA,Operations,IC1-2,Meals,medium,medium,corporate_card,38.76,90.0,0.4306,13,6,1355.63,94,0,True,True,True,False,0
EXP-0003725,EMP-00698,2024-08-11T18:08:00Z,2024-09-01T18:08:00Z,Male,North America,Finance,IC3-4,Office,low,low,personal_card,337.0,500.0,0.674,13,2,488.81,127,0,True,True,False,False,0
EXP-0003726,EMP-00588,2024-08-11T19:02:00Z,2024-09-02T19:02:00Z,Male,LATAM,Operations,IC3-4,Meals,low,low,corporate_card,24.29,100.0,0.2429,5,1,82.21,142,1,True,True,True,False,0
EXP-0003727,EMP-00357,2024-08-11T21:43:00Z,2024-09-05T21:43:00Z,Female,EMEA,Operations,Manager,Meals,low,medium,corporate_card,81.75,115.0,0.7109,9,3,850.36,14,0,True,True,False,False,0
EXP-0003728,EMP-00974,2024-08-12T00:17:00Z,2024-08-16T00:17:00Z,Female,EMEA,Support,IC3-4,Meals,low,low,corporate_card,88.76,100.0,0.8876,9,4,1017.95,8,0,True,False,False,False,0
EXP-0003729,EMP-00402,2024-08-12T03:28:00Z,2024-09-02T03:28:00Z,Male,APAC,Sales,IC3-4,Office,medium,low,corporate_card,300.2,500.0,0.6004,4,3,1201.0,110,0,True,False,False,False,0
EXP-0003730,EMP-00031,2024-08-12T08:01:00Z,2024-09-04T08:01:00Z,Female,LATAM,Engineering,Manager,Office,low,low,personal_card,364.58,575.0,0.634,4,3,1191.58,116,0,True,False,True,False,0
EXP-0003731,EMP-00576,2024-08-12T09:35:00Z,2024-09-08T09:35:00Z,Female,North America,Operations,IC3-4,Airfare,medium,low,personal_card,381.7,1400.0,0.2726,19,2,528.09,121,0,False,False,True,True,0
EXP-0003732,EMP-00322,2024-08-12T10:37:00Z,2024-08-16T10:37:00Z,Female,APAC,Support,IC1-2,Taxi,medium,low,corporate_card,89.9,108.0,0.8324,18,6,1419.0,178,0,True,False,False,False,0
EXP-0003733,EMP-00909,2024-08-12T13:45:00Z,2024-08-17T13:45:00Z,Female,North America,Support,IC1-2,Airfare,low,low,corporate_card,1644.62,1260.0,1.3053,5,4,566.29,13,0,False,False,True,False,0
EXP-0003734,EMP-00463,2024-08-12T13:58:00Z,2024-09-06T13:58:00Z,Male,APAC,Operations,IC1-2,Office,medium,low,personal_card,341.29,450.0,0.7584,5,3,674.85,158,0,True,False,True,False,0
EXP-0003735,EMP-00911,2024-08-12T14:17:00Z,2024-09-06T14:17:00Z,Male,APAC,Sales,IC1-2,Meals,low,low,personal_card,97.02,90.0,1.078,2,5,536.08,121,0,True,False,False,True,0
EXP-0003736,EMP-00573,2024-08-12T14:58:00Z,2024-08-28T14:58:00Z,Female,North America,Operations,IC3-4,Lodging,medium,low,corporate_card,127.49,350.0,0.3643,1,3,281.53,116,0,True,False,False,False,0
EXP-0003737,EMP-00916,2024-08-12T20:37:00Z,2024-08-29T20:37:00Z,Female,North America,Finance,IC3-4,Lodging,low,low,personal_card,191.48,350.0,0.5471,5,6,1316.03,129,0,True,False,False,False,0
EXP-0003738,EMP-00343,2024-08-12T21:09:00Z,2024-09-01T21:09:00Z,Male,North America,Support,IC1-2,Taxi,medium,low,personal_card,72.73,108.0,0.6735,4,4,1394.72,100,0,True,False,False,False,0
EXP-0003739,EMP-00509,2024-08-12T21:13:00Z,2024-08-31T21:13:00Z,Male,APAC,Engineering,IC1-2,Meals,low,low,personal_card,13.34,90.0,0.1482,8,3,1053.72,110,0,True,False,False,True,0
EXP-0003740,EMP-00800,2024-08-13T00:27:00Z,2024-08-17T00:27:00Z,Female,EMEA,Support,IC3-4,Meals,medium,medium,personal_card,50.74,100.0,0.5074,2,8,161.21,35,1,False,False,False,False,1
EXP-0003741,EMP-00087,2024-08-13T02:33:00Z,2024-08-22T02:33:00Z,Male,APAC,Support,IC1-2,Meals,low,low,personal_card,124.58,90.0,1.3842,9,6,621.68,178,0,True,False,False,False,0
EXP-0003742,EMP-00289,2024-08-13T04:30:00Z,2024-09-01T04:30:00Z,Female,APAC,Operations,IC3-4,Lodging,medium,low,personal_card,521.66,350.0,1.4905,2,3,445.67,118,0,True,False,False,False,0
EXP-0003743,EMP-00340,2024-08-13T06:41:00Z,2024-08-25T06:41:00Z,Female,North America,Support,Manager,Lodging,medium,low,corporate_card,462.17,402.5,1.1483,4,4,349.99,165,1,True,False,False,False,0
EXP-0003744,EMP-00247,2024-08-13T07:17:00Z,2024-09-10T07:17:00Z,Female,APAC,Sales,Manager,Office,low,low,cash,209.52,575.0,0.3644,21,4,839.16,133,1,True,False,False,False,0
EXP-0003745,EMP-00845,2024-08-13T07:25:00Z,2024-09-09T07:25:00Z,Female,APAC,Engineering,IC3-4,Meals,low,low,personal_card,73.63,100.0,0.7363,0,2,698.83,94,0,True,False,False,False,0
EXP-0003746,EMP-00115,2024-08-13T07:30:00Z,2024-09-02T07:30:00Z,Female,EMEA,Engineering,IC1-2,Airfare,low,low,corporate_card,4248.85,1260.0,3.3721,16,2,276.58,21,0,True,False,False,True,0
EXP-0003747,EMP-00437,2024-08-13T07:53:00Z,2024-08-17T07:53:00Z,Male,EMEA,Support,IC3-4,Lodging,high,low,personal_card,289.14,350.0,0.8261,12,6,963.32,137,0,True,False,True,False,0
EXP-0003748,EMP-00001,2024-08-13T08:23:00Z,2024-09-09T08:23:00Z,Male,APAC,Operations,IC1-2,Office,low,low,corporate_card,900.81,450.0,2.0018,8,3,1931.4,107,0,True,False,False,False,0
EXP-0003749,EMP-00190,2024-08-13T08:30:00Z,2024-08-23T08:30:00Z,Male,APAC,Sales,IC3-4,Taxi,low,low,personal_card,60.77,120.0,0.5065,3,2,402.45,131,0,True,False,True,False,0
EXP-0003750,EMP-00417,2024-08-13T11:25:00Z,2024-09-05T11:25:00Z,Male,EMEA,Sales,IC1-2,Lodging,medium,low,corporate_card,113.04,315.0,0.3588,15,1,511.51,52,0,True,False,True,True,0
EXP-0003751,EMP-00848,2024-08-13T18:11:00Z,2024-09-04T18:11:00Z,Male,EMEA,Sales,Manager,Office,low,low,corporate_card,206.55,575.0,0.3592,8,2,662.51,138,0,True,False,False,False,0
EXP-0003752,EMP-00949,2024-08-13T18:18:00Z,2024-08-16T18:18:00Z,Female,EMEA,Engineering,Director+,Lodging,medium,low,corporate_card,200.25,490.0,0.4087,1,7,1886.72,24,0,True,False,True,False,0
EXP-0003753,EMP-00956,2024-08-13T19:03:00Z,2024-08-26T19:03:00Z,Male,EMEA,Operations,IC3-4,Taxi,medium,low,corporate_card,49.5,120.0,0.4125,5,6,629.73,17,0,True,False,True,False,0
EXP-0003754,EMP-00585,2024-08-13T22:08:00Z,2024-09-11T22:08:00Z,Female,EMEA,Operations,IC1-2,Meals,low,low,corporate_card,54.2,90.0,0.6023,23,5,502.69,127,0,True,False,False,False,0
EXP-0003755,EMP-00452,2024-08-14T00:30:00Z,2024-09-01T00:30:00Z,Female,North America,Engineering,Manager,Taxi,medium,low,corporate_card,130.95,138.0,0.9489,1,3,761.65,165,0,True,False,False,False,0
EXP-0003756,EMP-00394,2024-08-14T00:53:00Z,2024-08-24T00:53:00Z,Female,EMEA,Sales,IC3-4,Office,medium,medium,personal_card,122.32,500.0,0.2446,0,3,1056.9,94,0,True,False,False,False,0
EXP-0003757,EMP-00424,2024-08-14T02:23:00Z,2024-08-21T02:23:00Z,Female,EMEA,Sales,IC1-2,Taxi,medium,low,corporate_card,56.75,108.0,0.5255,5,0,74.55,117,0,True,False,False,False,0
EXP-0003758,EMP-00647,2024-08-14T03:20:00Z,2024-09-13T03:20:00Z,Female,North America,Engineering,IC3-4,Lodging,low,low,corporate_card,126.1,350.0,0.3603,1,3,275.53,111,0,True,False,True,False,0
EXP-0003759,EMP-00904,2024-08-14T03:36:00Z,2024-08-17T03:36:00Z,Male,LATAM,Operations,IC3-4,Taxi,low,low,personal_card,106.91,120.0,0.8909,14,4,468.71,20,0,False,False,False,False,0
EXP-0003760,EMP-00597,2024-08-14T04:28:00Z,2024-09-05T04:28:00Z,Female,APAC,Support,IC3-4,Taxi,low,low,corporate_card,14.12,120.0,0.1177,17,0,198.84,186,0,True,False,True,True,0
EXP-0003761,EMP-00782,2024-08-14T04:33:00Z,2024-09-12T04:33:00Z,Male,North America,Finance,IC1-2,Meals,medium,low,personal_card,63.05,90.0,0.7005,9,4,1100.59,137,0,True,False,True,False,0
EXP-0003762,EMP-00807,2024-08-14T05:35:00Z,2024-08-28T05:35:00Z,Female,LATAM,Engineering,IC1-2,Meals,low,medium,corporate_card,45.6,90.0,0.5066,12,3,218.56,115,0,True,False,True,False,0
EXP-0003763,EMP-00338,2024-08-14T05:52:00Z,2024-09-06T05:52:00Z,Female,LATAM,Engineering,IC3-4,Mileage,low,medium,cash,92.53,250.0,0.3701,14,5,848.0,90,0,True,False,True,False,0
EXP-0003764,EMP-00419,2024-08-14T12:20:00Z,2024-08-31T12:20:00Z,Female,EMEA,Operations,Director+,Taxi,low,medium,personal_card,130.73,168.0,0.7782,4,9,1386.83,59,0,True,False,True,False,0
EXP-0003765,EMP-00404,2024-08-14T13:26:00Z,2024-08-24T13:26:00Z,Female,APAC,Sales,IC1-2,Meals,low,medium,corporate_card,26.53,90.0,0.2948,5,5,391.28,142,0,True,False,True,False,0
EXP-0003766,EMP-00161,2024-08-14T13:28:00Z,2024-08-19T13:28:00Z,Male,EMEA,Finance,IC1-2,Mileage,low,high,corporate_card,53.32,225.0,0.237,5,8,559.94,165,0,True,False,False,True,0
EXP-0003767,EMP-00848,2024-08-14T14:31:00Z,2024-08-22T14:31:00Z,Male,EMEA,Sales,Manager,Mileage,low,high,corporate_card,49.51,287.5,0.1722,5,6,253.21,138,0,True,False,True,False,0
EXP-0003768,EMP-00093,2024-08-14T14:40:00Z,2024-09-08T14:40:00Z,Male,EMEA,Engineering,IC1-2,Mileage,medium,high,corporate_card,120.94,225.0,0.5375,8,1,230.96,23,0,True,False,False,False,0
EXP-0003769,EMP-00910,2024-08-14T15:12:00Z,2024-08-20T15:12:00Z,Male,APAC,Support,Director+,Taxi,medium,low,corporate_card,468.48,168.0,2.7886,11,6,952.38,163,0,True,False,False,False,1
EXP-0003770,EMP-00166,2024-08-14T18:24:00Z,2024-08-27T18:24:00Z,Female,APAC,Sales,IC3-4,Meals,medium,high,corporate_card,36.03,100.0,0.3603,7,3,936.63,45,0,True,False,True,False,0
EXP-0003771,EMP-00034,2024-08-14T20:32:00Z,2024-08-22T20:32:00Z,Male,LATAM,Sales,Manager,Mileage,medium,low,personal_card,123.55,287.5,0.4297,8,4,330.3,92,0,True,False,True,False,0
EXP-0003772,EMP-00475,2024-08-14T20:52:00Z,2024-08-27T20:52:00Z,Female,North America,Sales,IC1-2,Airfare,medium,low,personal_card,235.55,1260.0,0.1869,15,1,899.93,175,0,True,False,True,True,0
EXP-0003773,EMP-00588,2024-08-14T21:57:00Z,2024-08-18T21:57:00Z,Male,LATAM,Operations,IC3-4,Taxi,low,medium,personal_card,71.9,120.0,0.5992,6,2,682.82,142,0,True,False,False,True,0
EXP-0003774,EMP-00264,2024-08-15T00:29:00Z,2024-09-13T00:29:00Z,Male,APAC,Finance,Manager,Taxi,low,low,corporate_card,60.02,138.0,0.4349,16,8,1163.25,178,0,True,False,False,False,0
EXP-0003775,EMP-00717,2024-08-15T00:29:00Z,2024-08-29T00:29:00Z,Male,LATAM,Support,Manager,Taxi,medium,low,corporate_card,101.0,138.0,0.7319,3,5,1710.68,179,0,True,False,True,False,0
EXP-0003776,EMP-00284,2024-08-15T00:48:00Z,2024-09-09T00:48:00Z,Male,APAC,Engineering,IC3-4,Mileage,low,low,corporate_card,103.48,250.0,0.4139,8,8,613.63,27,0,True,False,True,False,0
EXP-0003777,EMP-00701,2024-08-15T00:51:00Z,2024-08-31T00:51:00Z,Female,EMEA,Sales,IC3-4,Taxi,low,low,personal_card,152.07,120.0,1.2673,9,5,328.46,118,0,False,False,False,False,0
EXP-0003778,EMP-00107,2024-08-15T04:15:00Z,2024-09-05T04:15:00Z,Male,North America,Sales,IC1-2,Meals,low,low,personal_card,69.68,90.0,0.7742,9,3,436.99,162,0,False,False,False,False,0
EXP-0003779,EMP-00404,2024-08-15T04:49:00Z,2024-08-24T04:49:00Z,Female,APAC,Sales,IC1-2,Lodging,medium,low,corporate_card,197.76,315.0,0.6278,1,6,1577.93,142,0,True,False,True,False,0
EXP-0003780,EMP-00807,2024-08-15T04:56:00Z,2024-08-29T04:56:00Z,Female,LATAM,Engineering,IC1-2,Taxi,low,low,corporate_card,39.37,108.0,0.3645,2,5,2173.41,115,0,True,False,True,False,0
EXP-0003781,EMP-00785,2024-08-15T05:11:00Z,2024-08-24T05:11:00Z,Female,North America,Engineering,IC3-4,Meals,medium,low,corporate_card,18.96,100.0,0.1896,21,1,23.35,121,0,True,False,True,False,0
EXP-0003782,EMP-00058,2024-08-15T05:44:00Z,2024-09-03T05:44:00Z,Male,EMEA,Support,IC3-4,Taxi,high,low,personal_card,56.11,120.0,0.4676,12,8,1139.88,176,0,True,False,True,False,0
EXP-0003783,EMP-00546,2024-08-15T09:04:00Z,2024-09-07T09:04:00Z,Female,North America,Support,IC3-4,Mileage,medium,low,corporate_card,224.47,250.0,0.8979,12,5,1225.59,61,0,True,False,False,True,0
EXP-0003784,EMP-00597,2024-08-15T09:35:00Z,2024-08-28T09:35:00Z,Female,APAC,Support,IC3-4,Taxi,low,low,corporate_card,124.22,120.0,1.0351,8,4,1228.53,186,0,True,False,False,False,0
EXP-0003785,EMP-00012,2024-08-15T09:44:00Z,2024-09-12T09:44:00Z,Male,EMEA,Support,IC1-2,Airfare,low,low,corporate_card,1581.61,1260.0,1.2552,11,8,665.4,164,0,True,False,True,False,0
EXP-0003786,EMP-00433,2024-08-15T10:30:00Z,2024-08-22T10:30:00Z,Male,LATAM,Operations,IC3-4,Mileage,low,low,corporate_card,161.83,250.0,0.6473,2,3,492.5,151,0,True,False,False,False,0
EXP-0003787,EMP-00661,2024-08-15T11:18:00Z,2024-08-18T11:18:00Z,Male,APAC,Engineering,IC3-4,Office,low,low,corporate_card,478.18,500.0,0.9564,3,6,253.32,94,1,True,False,True,False,0
EXP-0003788,EMP-00893,2024-08-15T13:41:00Z,2024-09-13T13:41:00Z,Male,LATAM,Sales,IC1-2,Lodging,low,medium,personal_card,201.57,315.0,0.6399,6,3,430.05,128,0,True,False,True,False,0
EXP-0003789,EMP-00950,2024-08-15T14:30:00Z,2024-09-06T14:30:00Z,Female,APAC,Engineering,IC3-4,Office,low,low,corporate_card,189.86,500.0,0.3797,30,4,614.71,103,0,True,False,True,False,0
EXP-0003790,EMP-00017,2024-08-15T14:51:00Z,2024-09-12T14:51:00Z,Male,North America,Operations,IC1-2,Meals,low,low,personal_card,39.88,90.0,0.4431,19,3,1249.99,116,0,False,False,False,True,0
EXP-0003791,EMP-00652,2024-08-15T14:58:00Z,2024-09-04T14:58:00Z,Female,North America,Support,IC3-4,Lodging,medium,low,personal_card,287.62,350.0,0.8218,5,4,1999.54,163,0,True,False,False,False,0
EXP-0003792,EMP-00850,2024-08-15T15:42:00Z,2024-09-02T15:42:00Z,Male,North America,Sales,IC1-2,Office,medium,low,corporate_card,748.37,450.0,1.663,8,4,566.56,15,0,True,False,True,False,0
EXP-0003793,EMP-00583,2024-08-15T16:43:00Z,2024-08-31T16:43:00Z,Female,LATAM,Operations,IC1-2,Taxi,low,low,corporate_card,96.51,108.0,0.8936,3,2,925.62,152,0,True,False,False,False,0
EXP-0003794,EMP-00503,2024-08-15T17:38:00Z,2024-08-30T17:38:00Z,Male,North America,Operations,IC1-2,Office,low,medium,personal_card,721.03,450.0,1.6023,3,5,1071.27,64,0,True,False,False,False,1
EXP-0003795,EMP-00227,2024-08-15T18:16:00Z,2024-09-07T18:16:00Z,Male,EMEA,Finance,IC3-4,Meals,low,low,personal_card,77.12,100.0,0.7712,5,6,330.76,163,0,True,False,True,False,0
EXP-0003796,EMP-00957,2024-08-15T19:19:00Z,2024-09-08T19:19:00Z,Male,APAC,Operations,IC1-2,Taxi,low,low,corporate_card,191.51,108.0,1.7732,14,5,429.13,57,0,True,False,True,False,0
EXP-0003797,EMP-00802,2024-08-15T21:19:00Z,2024-08-27T21:19:00Z,Female,North America,Sales,IC1-2,Taxi,low,low,personal_card,60.61,108.0,0.5612,13,3,538.88,155,0,True,False,True,False,0
EXP-0003798,EMP-00814,2024-08-15T21:54:00Z,2024-09-07T21:54:00Z,Female,EMEA,Finance,IC3-4,Airfare,low,low,corporate_card,704.15,1400.0,0.503,0,4,596.61,12,0,True,False,False,False,0
EXP-0003799,EMP-00229,2024-08-16T01:13:00Z,2024-08-20T01:13:00Z,Male,LATAM,Finance,Manager,Office,medium,low,personal_card,955.27,575.0,1.6613,4,5,753.8,175,0,True,False,False,False,0
EXP-0003800,EMP-00552,2024-08-16T03:19:00Z,2024-08-21T03:19:00Z,Female,APAC,Engineering,Manager,Office,low,low,corporate_card,577.81,575.0,1.0049,1,6,148.87,167,0,True,False,True,True,1
EXP-0003801,EMP-00221,2024-08-16T05:16:00Z,2024-09-03T05:16:00Z,Male,North America,Sales,IC1-2,Lodging,low,low,personal_card,251.44,315.0,0.7982,3,6,664.61,99,1,True,False,True,False,0
EXP-0003802,EMP-00161,2024-08-16T06:01:00Z,2024-08-30T06:01:00Z,Male,EMEA,Finance,IC1-2,Meals,medium,medium,corporate_card,20.2,90.0,0.2245,23,4,846.79,165,0,True,False,False,False,0
EXP-0003803,EMP-00563,2024-08-16T06:30:00Z,2024-09-03T06:30:00Z,Female,EMEA,Engineering,IC1-2,Taxi,low,low,corporate_card,137.02,108.0,1.2687,6,4,524.12,182,0,True,False,True,False,0
EXP-0003804,EMP-00773,2024-08-16T06:35:00Z,2024-09-15T06:35:00Z,Male,LATAM,Operations,IC3-4,Lodging,low,medium,personal_card,75.83,350.0,0.2166,13,6,746.98,56,0,True,False,False,False,0
EXP-0003805,EMP-00989,2024-08-16T06:58:00Z,2024-08-27T06:58:00Z,Male,APAC,Sales,IC1-2,Meals,low,low,personal_card,49.5,90.0,0.55,3,3,213.63,44,0,False,False,True,False,0
EXP-0003806,EMP-00952,2024-08-16T07:10:00Z,2024-08-29T07:10:00Z,Male,EMEA,Finance,Manager,Airfare,low,low,corporate_card,400.0,1610.0,0.2484,23,7,1892.74,59,0,True,False,False,False,0
EXP-0003807,EMP-00613,2024-08-16T08:55:00Z,2024-08-31T08:55:00Z,Male,LATAM,Operations,IC1-2,Lodging,high,low,corporate_card,529.42,315.0,1.6807,8,2,329.63,53,0,True,False,True,False,0
EXP-0003808,EMP-00635,2024-08-16T12:42:00Z,2024-09-04T12:42:00Z,Female,EMEA,Finance,IC3-4,Taxi,low,low,corporate_card,110.1,120.0,0.9175,2,5,361.07,33,0,True,False,False,False,0
EXP-0003809,EMP-00200,2024-08-16T14:18:00Z,2024-08-21T14:18:00Z,Female,LATAM,Operations,IC3-4,Meals,low,high,corporate_card,43.46,100.0,0.4346,3,7,342.42,69,0,True,False,False,False,0
EXP-0003810,EMP-00207,2024-08-16T17:18:00Z,2024-09-08T17:18:00Z,Male,EMEA,Sales,IC1-2,Meals,medium,low,cash,88.94,90.0,0.9882,19,2,862.09,129,0,True,False,False,False,0
EXP-0003811,EMP-00686,2024-08-16T18:30:00Z,2024-09-05T18:30:00Z,Nonbinary,EMEA,Operations,IC3-4,Meals,low,low,corporate_card,102.43,100.0,1.0243,6,3,375.36,138,0,True,False,False,False,1
